code,uri,label,definition,name_en,name_fr,name_es,name_ar,name_cn,name_ru,isscaap_group_code,taxon_scientific_name,taxon_code,taxon_author,taxon_family,taxon_order
BDW,,Andrews' beaked whale,Mesoplodon bowdoini,Andrews' beaked whale,Baleine à bec de Bowdoin,Zifio de Andrews,حوت ذو مِنقار أندرِيُوز,鲍氏喙鲸,,62,Mesoplodon bowdoini,422002000311,Andrews 1908,ZIPHIIDAE,ODONTOCETI
BJW,,Stejneger's beaked whale,Mesoplodon stejnegeri,Stejneger's beaked whale,Baleine à bec de Stejneger,Zifio de Stejneger,حوت ذو مِنقار ستِيجنِجِر,斯氏喙鲸,,62,Mesoplodon stejnegeri,422002000313,True 1885,ZIPHIIDAE,ODONTOCETI
BXT,,Spade-toothed whale,Mesoplodon traversii,Spade-toothed whale,,,,,,62,Mesoplodon traversii,422002000314,(Gray 1874),ZIPHIIDAE,ODONTOCETI
BZZ,,Deraniyagala's beaked whale,Mesoplodon hotaula,Deraniyagala's beaked whale,,Zifio de Deraniyagala,,,,62,Mesoplodon hotaula,422002000315,Deraniyagala 1963,ZIPHIIDAE,ODONTOCETI
MEP,,Beaked whales nei,Mesoplodon spp,Beaked whales nei,,,,,,62,Mesoplodon spp,4220020003XX,,ZIPHIIDAE,ODONTOCETI
BOW,,Northern bottlenose whale,Hyperoodon ampullatus,Northern bottlenose whale,Hyperoodon boréal,Ballena nariz de botella norte,حوت شمالي,北胆鼻鲸,Бутылконос высоколобый,62,Hyperoodon ampullatus,422002000501,(Forster 1770),ZIPHIIDAE,ODONTOCETI
SRW,,Southern bottlenose whale,Hyperoodon planifrons,Southern bottlenose whale,Hyperoodon austral,Ballena nariz de botella sur,,,,62,Hyperoodon planifrons,422002000502,Flower 1882,ZIPHIIDAE,ODONTOCETI
BNW,,Longman's beaked whale,Indopacetus pacificus,Longman's beaked whale,Baleine à bec de Longman,Zifio de Longman,حوت ذو مِنقار لُونغمان,太平洋喙鲸,,62,Indopacetus pacificus,422002001001,(Longman 1926),ZIPHIIDAE,ODONTOCETI
BAW,,Arnoux's beaked whale,Berardius arnuxii,Arnoux's beaked whale,Béradien d'Arnoux,Ballenato de Arnoux,,,,62,Berardius arnuxii,422002001901,Duvernoy 1851,ZIPHIIDAE,ODONTOCETI
BEW,,Baird's beaked whale,Berardius bairdii,Baird's beaked whale,Baleine à bec de Baird,Zifio de Baird,,,,62,Berardius bairdii,422002001902,Stejneger 1883,ZIPHIIDAE,ODONTOCETI
SPW,,Sperm whale,Physeter macrocephalus,Sperm whale,Cachalot,Cachalote,عنبر,抹香鲸,Кашалот,62,Physeter macrocephalus,422003000101,Linnaeus 1758,PHYSETERIDAE,ODONTOCETI
IRD,,Irrawaddy dolphin,Orcaella brevirostris,Irrawaddy dolphin,Orcelle,Delfín del Irawaddy,تُخس إيراوادي,小虎鲸,,62,Orcaella brevirostris,422004000101,(Gray 1866),DELPHINIDAE,ODONTOCETI
IDB,,Australian snubfin dolphin,Orcaella heinsohni,Australian snubfin dolphin,Dauphin australien de Heinsohn,Delfín de Heinsohn,,,,62,Orcaella heinsohni,422004000102,"Beasley, Robertson & Arnold 2005",DELPHINIDAE,ODONTOCETI
FAW,,False killer whale,Pseudorca crassidens,False killer whale,Faux-orque,Orca falsa,أُرْكَة مُزَيَّفة,伪虎鲸,,62,Pseudorca crassidens,422004000301,(Owen 1846),DELPHINIDAE,ODONTOCETI
PIW,,Long-finned pilot whale,Globicephala melas,Long-finned pilot whale,Globicéphale commun,Calderón común,مستدير الرّأس الشّائع,领航鲸,Гринда обыкновенная,62,Globicephala melas,422004000402,(Traill 1809),DELPHINIDAE,ODONTOCETI
SHW,,Short-finned pilot whale,Globicephala macrorhynchus,Short-finned pilot whale,Globicéphale tropical,Calderón de aletas cortas,,,,62,Globicephala macrorhynchus,422004000403,Gray 1846,DELPHINIDAE,ODONTOCETI
GLO,,Pilot whales nei,Globicephala spp,Pilot whales nei,,,,,,62,Globicephala spp,4220040004XX,,DELPHINIDAE,ODONTOCETI
KPW,,Pygmy killer whale,Feresa attenuata,Pygmy killer whale,Orque pygmée,Orca pigmea,أُركة قَزِمِيَة,小逆脊鲸,,62,Feresa attenuata,422004000503,Gray 1875,DELPHINIDAE,ODONTOCETI
DCO,,Common dolphin,Delphinus delphis,Common dolphin,Dauphin commun,Delfín común,دلفين أو تُخَس شائع,真海豚,Дельфин-белобочка (=дельфин обыкновенный),62,Delphinus delphis,422004000601,Linnaeus 1758,DELPHINIDAE,ODONTOCETI
DCZ,,Long-beaked common dolphin,Delphinus capensis,Long-beaked common dolphin,Dauphin commun a bec large,Delfín común a pico largo,,,,62,Delphinus capensis,422004000602,Gray 1828,DELPHINIDAE,ODONTOCETI
DRR,,Risso's dolphin,Grampus griseus,Risso's dolphin,Grampus,Delfín de Risso,تُخس ريسُو,灰海豚,,62,Grampus griseus,422004001201,(Cuvier 1812),DELPHINIDAE,ODONTOCETI
MEW,,Melon-headed whale,Peponocephala electra,Melon-headed whale,Péponocéphale,Calderón pequeño,حوت ذو رأس شمَّام,瓜头鲸,,62,Peponocephala electra,422004001301,(Gray 1846),DELPHINIDAE,ODONTOCETI
TUC,,Tucuxi,Sotalia fluviatilis,Tucuxi,Sotalia,Bufeo negro,صُطاليا نهرية,白海豚,,62,Sotalia fluviatilis,422004001401,(Gervais 1853),DELPHINIDAE,ODONTOCETI
TZG,,Guyana dolphin,Sotalia guianensis,Guyana dolphin,Dauphin de Guyane,Delfín costero,,,,62,Sotalia guianensis,422004001402,(van Bénéden 1864),DELPHINIDAE,ODONTOCETI
DHA,,Atlantic hump-backed dolphin,Sousa teuszii,Atlantic hump-backed dolphin,Dauphin à bosse de l'Atlantiq.,Delfín jorobado del Atlántico,تُخَس ذو حَدَبَة للمحيط الأطلسي,托氏海豚,,62,Sousa teuszii,422004001501,(Kukenthal 1892),DELPHINIDAE,ODONTOCETI
DHI,,Indo-Pac. hump-backed dolphin,Sousa chinensis,Indo-Pac. hump-backed dolphin,Dauphin à bosse indo-pacifique,Delfín jorobado del Pacífico,تُخس ذو حدبة هندي هادئ,中华弓背海豚,,62,Sousa chinensis,422004001502,(Osbck 1765),DELPHINIDAE,ODONTOCETI
QPU,,Indian Ocean humpback dolphin,Sousa plumbea,Indian Ocean humpback dolphin,Dauphin à bosse de l'O. Indien,Delfín giboso índico,,,,62,Sousa plumbea,422004001503,Couvier 1829,DELPHINIDAE,ODONTOCETI
QPV,,Australian humpback dolphin,Sousa sahulensis,Australian humpback dolphin,,Delfín jorobado australiano,,,,62,Sousa sahulensis,422004001504,Jefferson & Rosenbaum 2014,DELPHINIDAE,ODONTOCETI
RTD,,Rough-toothed dolphin,Steno bredanensis,Rough-toothed dolphin,Sténo,Esteno,تخس ذو أسنان قويَّة,糙齿长吻原海豚,,62,Steno bredanensis,422004001601,(Lesson 1828),DELPHINIDAE,ODONTOCETI
KIW,,Killer whale,Orcinus orca,Killer whale,Orque,Orca,الحوت السّفّاح,虎鲸,Косатка,62,Orcinus orca,422004002201,(Linnaeus 1758),DELPHINIDAE,ODONTOCETI
RNW,,Northern right whale dolphin,Lissodelphis borealis,Northern right whale dolphin,Dauphin à dos lisse boréal,Delfín liso del Norte,تُخس ذو ظهر أملس شمالي,北露脊海豚,,62,Lissodelphis borealis,422004002601,(Peale 1848),DELPHINIDAE,ODONTOCETI
RSW,,Southern right whale dolphin,Lissodelphis peronii,Southern right whale dolphin,Dauphin aptère austral,Delfín liso austral,تخس عديم الجناح أُسترالي,南露脊海豚,,62,Lissodelphis peronii,422004002602,(Lacépède 1804),DELPHINIDAE,ODONTOCETI
CMD,,Commerson's dolphin,Cephalorhynchus commersonii,Commerson's dolphin,Dauphin de Commerson,Tonina overa,,,,62,Cephalorhynchus commersonii,422004002701,(Lacépède 1804),DELPHINIDAE,ODONTOCETI
HVD,,Heaviside's dolphin,Cephalorhynchus heavisidii,Heaviside's dolphin,Dauphin d'Heaviside,Delfín de Heaviside,تُخس هِيفِيسِيد,赫氏海豚,,62,Cephalorhynchus heavisidii,422004002702,(Gray 1828),DELPHINIDAE,ODONTOCETI
HCD,,Hector's dolphin,Cephalorhynchus hectori,Hector's dolphin,Dauphin d'Hector,Delfín de Hector,تُخس هِيكْتُور,太平洋黑海豚,,62,Cephalorhynchus hectori,422004002703,(van Bénéden 1881),DELPHINIDAE,ODONTOCETI
CHD,,Black dolphin,Cephalorhynchus eutropia,Black dolphin,Dauphin noir du Chili,Delfín chileno,تُخس أسود شيلي,黑海豚,,62,Cephalorhynchus eutropia,422004002704,(Gray 1846),DELPHINIDAE,ODONTOCETI
DWP,,Pacific white-sided dolphin,Lagenorhynchus obliquidens,Pacific white-sided dolphin,Dauphin à flancs blancs Pacif.,Delfín costados blancos Pacíf.,تُخس ذو جَنَبات بيضاء للمحيط الهادئ,镰鳍斑纹海豚,,62,Lagenorhynchus obliquidens,422004002801,Gill 1865,DELPHINIDAE,ODONTOCETI
DDU,,Dusky dolphin,Lagenorhynchus obscurus,Dusky dolphin,Dauphin sombre,Delfín obscuro,تُخَس مُعْتَمِ,暗色斑纹海豚,,62,Lagenorhynchus obscurus,422004002802,(Gray 1828),DELPHINIDAE,ODONTOCETI
BWD,,White-beaked dolphin,Lagenorhynchus albirostris,White-beaked dolphin,Dauphin à bec blanc,Delfín de hocico blanco,تُخس ذو مِنقار أبيض,白喙斑纹海豚,,62,Lagenorhynchus albirostris,422004002803,(Gray 1846),DELPHINIDAE,ODONTOCETI
DWH,,Atlantic white-sided dolphin,Lagenorhynchus acutus,Atlantic white-sided dolphin,Dauphin à flancs blancs Atlan.,Delfín de flancos blancos,تُخَس ذو جَنَبات بيضاء للمحيط الأطلسي,白腰斑纹海豚,,62,Lagenorhynchus acutus,422004002804,(Gray 1828),DELPHINIDAE,ODONTOCETI
HRD,,Hourglass dolphin,Lagenorhynchus cruciger,Hourglass dolphin,Dauphin crucigére,Delfín cruzado,,,,62,Lagenorhynchus cruciger,422004002805,(Quoy & Gaimard 1824),DELPHINIDAE,ODONTOCETI
PLD,,Peale's dolphin,Lagenorhynchus australis,Peale's dolphin,Dauphin de Peale,Delfín austral,تُخس أُسترالي,南方斑纹海豚,,62,Lagenorhynchus australis,422004002806,(Peale 1848),DELPHINIDAE,ODONTOCETI
DBO,,Bottlenose dolphin,Tursiops truncatus,Bottlenose dolphin,Grand dauphin,Tursion,دُلفين كبير أو دُخس كبير,宽吻海豚,Дельфин-афалина,62,Tursiops truncatus,422004002901,(Montagu 1821),DELPHINIDAE,ODONTOCETI
DBZ,,Indo-Pacif. bottlenose dolphin,Tursiops aduncus,Indo-Pacif. bottlenose dolphin,Grand dauphin indo-pacifique,Delfín mular del Indo-Pacífico,,,,62,Tursiops aduncus,422004002902,(Ehrenberg 1833),DELPHINIDAE,ODONTOCETI
FRD,,Fraser's dolphin,Lagenodelphis hosei,Fraser's dolphin,Dauphin de Fraser,Delfín de Fraser,تُخَس فْرَازير,沙捞月海豚,,62,Lagenodelphis hosei,422004003101,Fraser 1956,DELPHINIDAE,ODONTOCETI
DPN,,Pantropical spotted dolphin,Stenella attenuata,Pantropical spotted dolphin,Dauphin tacheté pantropical,Estenela moteada,تُخس مُبَقَّع شِِبه اسْتِوائي,热带点斑原海豚,,62,Stenella attenuata,422004003201,(Gray 1846),DELPHINIDAE,ODONTOCETI
DSI,,Spinner dolphin,Stenella longirostris,Spinner dolphin,Dauphin longirostre,Estenela giradora,تُخس دائري,长嘴原海豚,,62,Stenella longirostris,422004003202,(Gray 1828),DELPHINIDAE,ODONTOCETI
DST,,Striped dolphin,Stenella coeruleoalba,Striped dolphin,Dauphin bleu et blanc,Estenela listada,تُخس أزرق و أبيض,条纹原海豚,,62,Stenella coeruleoalba,422004003203,(Meyen 1833),DELPHINIDAE,ODONTOCETI
DSA,,Atlantic spotted dolphin,Stenella frontalis,Atlantic spotted dolphin,Dauphin tacheté de l'Atlantiq.,Delfín pintado,تُخَس مُبَقَّعة للمحيط الأطلسي,花斑原海豚,,62,Stenella frontalis,422004003204,(Cuvier 1829),DELPHINIDAE,ODONTOCETI
DCL,,Clymene dolphin,Stenella clymene,Clymene dolphin,Dauphin de Clyméné,Delfín clymene,تُخَس كْلِيمِيني,短吻飞旋原海豚,,62,Stenella clymene,422004003205,(Gray 1850),DELPHINIDAE,ODONTOCETI
DSP,,Spotted dolphins nei,Stenella spp,Spotted dolphins nei,Dauphins tachetés nca,Estenelas nep,,,,62,Stenella spp,4220040032XX,,DELPHINIDAE,ODONTOCETI
DLP,,Dolphins nei,Delphinidae,Dolphins nei,Dauphins nca,Delfínidos nep,,,,62,Delphinidae,4220040XXXXX,,DELPHINIDAE,ODONTOCETI
PHR,,Harbour porpoise,Phocoena phocoena,Harbour porpoise,Marsouin commun,Marsopa común,,,Свинья морская,62,Phocoena phocoena,422005000201,(Linnaeus 1758),PHOCOENIDAE,ODONTOCETI
BRP,,Burmeister's porpoise,Phocoena spinipinnis,Burmeister's porpoise,Marsouin de Burmeister,Marsopa espinosa,تُخس بُورْمَأيَسْتير,棘鳍鼠海豚,,62,Phocoena spinipinnis,422005000202,Burmeister 1865,PHOCOENIDAE,ODONTOCETI
VAQ,,Vaquita,Phocoena sinus,Vaquita,Marsouin du golfe de Californi,Vaquita,تُخس خليج كاليفورنيا,加弯鼠海豚,,62,Phocoena sinus,422005000203,Norris & McFarland 1958,PHOCOENIDAE,ODONTOCETI
SPP,,Spectacled porpoise,Phocoena dioptrica,Spectacled porpoise,Marsouin de Lahille,Marsopa de anteojos,,,,62,Phocoena dioptrica,422005000204,(Lahille 1912),PHOCOENIDAE,ODONTOCETI
PFI,,Finless porpoise,Neophocaena phocaenoides,Finless porpoise,Marsouin aptère,Marsopa lisa o sin aleta,تُخس لا جناحي,江豚,,62,Neophocaena phocaenoides,422005000301,(Cuvier 1829),PHOCOENIDAE,ODONTOCETI
PDA,,Dall's porpoise,Phocoenoides dalli,Dall's porpoise,Marsouin de Dall,Marsopa de Dall,تُخس دال,多尔长吻鲸,,62,Phocoenoides dalli,422005003301,(True 1885),PHOCOENIDAE,ODONTOCETI
BEL,,White whale,Delphinapterus leucas,White whale,Bélouga,Beluga,,,Белуха,62,Delphinapterus leucas,422006001401,(Pallas 1776),MONODONTIDAE,ODONTOCETI
NAR,,Narwhal,Monodon monoceros,Narwhal,Narval,Narval,,,,62,Monodon monoceros,422006001801,Linnaeus 1758,MONODONTIDAE,ODONTOCETI
PYW,,Pygmy sperm whale,Kogia breviceps,Pygmy sperm whale,Cachalot pygmée,Cachalote pigmeo,عنبر قَزِمِيّ,小抹香鲸,,62,Kogia breviceps,422007000101,(de Blainville 1838),KOGIIDAE,ODONTOCETI
DWW,,Dwarf sperm whale,Kogia sima,Dwarf sperm whale,Cachalot nain,Cachalote enano,عنبر قَزَم,侏儒抹香鲸,,62,Kogia sima,422007000102,Owen 1866,KOGIIDAE,ODONTOCETI
BOT,,Boto,Inia geoffrensis,Boto,Inia,Bufeo,بوطو,亚河豚,,62,Inia geoffrensis,422008000101,(de Blainville 1817),INIIDAE,ODONTOCETI
BJI,,Baiji,Lipotes vexillifer,Baiji,Dauphin fluviatil de Chine,Platanista del Yangtze,تُخس نهري للصِّين,白暨豚,,62,Lipotes vexillifer,422009000101,Miller 1918,PONTOPORIIDAE,ODONTOCETI
FRA,,Franciscana,Pontoporia blainvillei,Franciscana,Dauphin de la Plata,Franciscana,تُخس البلاطا,航海钩虾,,62,Pontoporia blainvillei,422009000201,(Gervais & d'Orbigny 1844),PONTOPORIIDAE,ODONTOCETI
ODN,,Toothed whales nei,Odontoceti,Toothed whales nei,Baleines odontocètes nca,Ballenas odontocetas nep,,,Киты зубатые,62,Odontoceti,4220XXXXXXXX,,,ODONTOCETI
SSL,,Steller sea lion,Eumetopias jubatus,Steller sea lion,Lion de mer de Steller,Lobo marino de Steller,أسد البحر لسطلير,北海狮,Сивуч (=морской лев),63,Eumetopias jubatus,406001000101,(Schreber 1776),OTARIIDAE,PINNIPEDIA
SEN,,Northern fur seal,Callorhinus ursinus,Northern fur seal,Otarie des Pribilofs,Lobo fino del Norte,عِجل البحر فروة  الشمالي,海狗,Котик морской северный,63,Callorhinus ursinus,406001000201,(Linnaeus 1758),OTARIIDAE,PINNIPEDIA
CSL,,California sea lion,Zalophus californianus,California sea lion,Lion de mer de Californie,Lobo marino de California,أسد بحر كاليفورنيا,加州海狮,,63,Zalophus californianus,406001000301,(Lesson 1828),OTARIIDAE,PINNIPEDIA
ASL,,Australian sea lion,Neophoca cinerea,Australian sea lion,Lion de mer d'Australie,Lobo marino de Australia,أسد بحر أُستراليا,新海豹,,63,Neophoca cinerea,406001000401,(Péron 1816),OTARIIDAE,PINNIPEDIA
NSL,,New Zealand sea lion,Phocarctos hookeri,New Zealand sea lion,Lion de mer de N.lle-Zélande,Léon marino de Nueva Zelandia,أسد البحر زيلاندا الجديدة,胡氏海狗,,63,Phocarctos hookeri,406001000501,(Gray 1844),OTARIIDAE,PINNIPEDIA
SEF,,South American fur seal,Arctocephalus australis,South American fur seal,Otarie d'Amérique du Sud,Lobo fino sudamericano,عِجل البحر فروة جنوب أمريكا,南美毛皮海狮,,63,Arctocephalus australis,406001000601,(Zimmerman 1783),OTARIIDAE,PINNIPEDIA
SGF,,Guadalupe fur seal,Arctocephalus townsendi,Guadalupe fur seal,Otarie de Guadalupe,Lobo fino de Guadalupe,عِجل البحر فروة كوادالوب,北美毛皮海狮,,63,Arctocephalus townsendi,406001000602,(Merriam 1897),OTARIIDAE,PINNIPEDIA
SEK,,South African fur seal,Arctocephalus pusillus,South African fur seal,Otarie du Cap,Lobo marino de dos pelos,عِجل البحر فروة جنوب إفريقيا,非洲毛皮海狮,,63,Arctocephalus pusillus,406001000603,(Schreber 1776),OTARIIDAE,PINNIPEDIA
SJF,,Juan Fernandez fur seal,Arctocephalus philippii,Juan Fernandez fur seal,Otarie de Juan Fernandez,Lobo fino de Juan Fernandez,عجل البحر فروة خوان فيرناندِز,智利毛皮海狮,,63,Arctocephalus philippii,406001000604,(Peters 1866),OTARIIDAE,PINNIPEDIA
SGA,,Galapagos fur seal,Arctocephalus galapagoensis,Galapagos fur seal,Otarie des Galapagos,Lobo fino de Galápagos,عِجل البحر فَروة كالاباكوس,赤道毛皮海狮,,63,Arctocephalus galapagoensis,406001000605,(Heller 1904),OTARIIDAE,PINNIPEDIA
SEA,,Antarctic fur seal,Arctocephalus gazella,Antarctic fur seal,Otarie antarctique,Lobo fino antártico,,,,63,Arctocephalus gazella,406001000606,(Peters 1875),OTARIIDAE,PINNIPEDIA
SNZ,,New Zealand fur seal,Arctocephalus forsteri,New Zealand fur seal,Otarie de Nouvelle-Zélande,Lobo fino de Nueva Zelandia,عِجل البحر فروة زيلاندا الجديدة,新西兰毛皮海狮,,63,Arctocephalus forsteri,406001000607,(Lesson 1828),OTARIIDAE,PINNIPEDIA
SSF,,Subantarctic fur seal,Arctocephalus tropicalis,Subantarctic fur seal,Otarie sub-antarctique,Lobo fino de subantarctico,عِجل البحر فروة شِبه القُطب الجنوبي,幅北毛皮海狮,,63,Arctocephalus tropicalis,406001000608,(Gray 1872),OTARIIDAE,PINNIPEDIA
SXQ,,Fur seals nei,Arctocephalus spp,Fur seals nei,Otaries nca,Lobos finos nep,,,,63,Arctocephalus spp,4060010006XX,,OTARIIDAE,PINNIPEDIA
SEL,,South American sea lion,Otaria byronia,South American sea lion,Lion de mer d'Amérique du Sud,Lobo común,,,,63,Otaria byronia,406001001601,(Shaw 1800),OTARIIDAE,PINNIPEDIA
ZOX,,Sea lions and fur seals nei,Otariidae,Sea lions and fur seals nei,Lions de mer et otaries nca,Lobos marinos y finos nep,,,,63,Otariidae,4060010XXXXX,,OTARIIDAE,PINNIPEDIA
WAL,,Walrus,Odobenus rosmarus,Walrus,Morse,Morsa,فظ أو فيل البحر,海象,Морж,63,Odobenus rosmarus,406002000401,(Linnaeus 1758),ODOBENIDAE,PINNIPEDIA
SMM,,Mediterranean monk seal,Monachus monachus,Mediterranean monk seal,Phoque moine de Méditerranée,Foca monje del Mediterráneo,فُقمة ناسكة البحر الأبيض المتوسِّط,僧海豹,,63,Monachus monachus,406003000101,(Hermann 1779),PHOCIDAE,PINNIPEDIA
SKC,,Caribbean monk seal,Monachus tropicalis,Caribbean monk seal,Phoque moine des Caraïbes,Foca monja del Caribe,فُقْمة ناسكة كارايْبِِيَة,西印度僧海豹,,63,Monachus tropicalis,406003000102,(Gray 1850),PHOCIDAE,PINNIPEDIA
SMH,,Hawaiian monk seal,Monachus schauinslandi,Hawaiian monk seal,Phoque moine de Hawai,Foca monje del Hawaii,فُقمة ناسكة هاوايِيَة,夏威夷僧海豹,,63,Monachus schauinslandi,406003000103,(Matschie 1905),PHOCIDAE,PINNIPEDIA
SNP,,Northern elephant seal,Mirounga angustirostris,Northern elephant seal,Éléphant de mer boréal,Foca elephante del norte,فيل البحر الشَّمالي,北象海豹,,63,Mirounga angustirostris,406003000201,(Gill 1866),PHOCIDAE,PINNIPEDIA
SES,,Southern elephant seal,Mirounga leonina,Southern elephant seal,Éléphant de mer austral,Foca elephante del sur,,,,63,Mirounga leonina,406003000202,(Linnaeus 1758),PHOCIDAE,PINNIPEDIA
SRS,,Ross seal,Ommatophoca rossii,Ross seal,Phoque de Ross,Foca de Ross,,,,63,Ommatophoca rossii,406003000301,(Gray 1844),PHOCIDAE,PINNIPEDIA
SLP,,Leopard seal,Hydrurga leptonyx,Leopard seal,Léopard de mer,Foca leopardo,,,,63,Hydrurga leptonyx,406003000401,(Blainville 1820),PHOCIDAE,PINNIPEDIA
SEH,,Harp seal,Phoca groenlandica,Harp seal,Phoque du Groenland,Foca de Groenlandia,فُقمة غرويلاند,琴海豹,Тюлень гренландский (=лысун),63,Phoca groenlandica,406003000501,(Erxleben 1777),PHOCIDAE,PINNIPEDIA
SEC,,Harbour seal,Phoca vitulina,Harbour seal,Phoque veau marin,Foca común,فُقمة عِجل البحر,斑海豹,,63,Phoca vitulina,406003000502,(Linnaeus 1758),PHOCIDAE,PINNIPEDIA
SLR,,Ribbon seal,Phoca fasciata,Ribbon seal,Phoque à rubans,Foca fajada,فُقمة ذات أشرطة,带斑海豹,Тюлень полосатый (=крылатка),63,Phoca fasciata,406003000504,(Zimmerman 1783),PHOCIDAE,PINNIPEDIA
SAC,,Caspian seal,Phoca caspica,Caspian seal,Phoque de la Mer Caspienne,Foca del Caspio,فُقمة بحر الكاسبيين,黑海环斑海豹,Тюлень каспийский (=нерпа каспийская),63,Phoca caspica,406003000505,(Gmelin 1788),PHOCIDAE,PINNIPEDIA
SBK,,Baikal seal,Phoca sibirica,Baikal seal,Phoque du lac Baikal,Foca de Baikal,فُقْمة ضاية بيقال,贝加尔海豹,Нерпа байкальская,63,Phoca sibirica,406003000506,(Gmelin 1788),PHOCIDAE,PINNIPEDIA
SST,,Larga seal,Phoca largha,Larga seal,Veau marin du Pacifique,Foca largha,عِجل البحر للمحيط الهادئ,大海豹,Ларга (=нерпа пестрая),63,Phoca largha,406003000507,(Pallas 1811),PHOCIDAE,PINNIPEDIA
SLW,,Weddell seal,Leptonychotes weddellii,Weddell seal,Phoque de Weddell,Foca de Weddell,,,,63,Leptonychotes weddellii,406003000601,(Lesson 1826),PHOCIDAE,PINNIPEDIA
SEB,,Bearded seal,Erignathus barbatus,Bearded seal,Phoque barbu,Foca barbuda,,,Заяц морской (=лахтак),63,Erignathus barbatus,406003000801,(Erxleben 1777),PHOCIDAE,PINNIPEDIA
SEZ,,Hooded seal,Cystophora cristata,Hooded seal,Phoque à crete,Foca capuchina,فُقمة ذات قُنْزعة,冠海豹,Хохлач,63,Cystophora cristata,406003001001,(Erxleben 1777),PHOCIDAE,PINNIPEDIA
SEG,,Grey seal,Halichoerus grypus,Grey seal,Phoque gris,Foca de gris,فُقمة رمادية,灰海豹,,63,Halichoerus grypus,406003001101,(Fabricius 1791),PHOCIDAE,PINNIPEDIA
SET,,Crabeater seal,Lobodon carcinophagus,Crabeater seal,Phoque crabier,Foca cangrejera,,,,63,Lobodon carcinophagus,406003001501,(Hombron & Jacquinot 1842),PHOCIDAE,PINNIPEDIA
SER,,Ringed seal,Pusa hispida,Ringed seal,Phoque marbré,Foca anillada,فُقمة مخططة,环斑海豹,кольчатая нерпа,63,Pusa hispida,406003001601,(Schreber 1775),PHOCIDAE,PINNIPEDIA
ZPX,,Seals nei,Phocidae,Seals nei,Phoques nca,Focas nep,,,,63,Phocidae,4060030XXXXX,,PHOCIDAE,PINNIPEDIA
SXX,,Seals and sea lions nei,"Otariidae, Phocidae",Seals and sea lions nei,Phoques et otaries nca,Focas y lobos nep,,,,63,"Otariidae, Phocidae",4060XXXXXXXX063,,,PINNIPEDIA
OTS,,Sea otter,Enhydra lutris,Sea otter,Loutre de mer d'Amérique Nord,Nutria marina,قُضاعة بحر أمريكا الشمالية,海獭,,64,Enhydra lutris,407001000101,(Linnaeus 1758),MUSTELIDAE,FISSIPEDIA
OTM,,Marine otter,Lutra felina,Marine otter,Loutre de mer,Nutria de mar,قُضاعة البحر,猫獭,,64,Lutra felina,407001000201,(Molina 1782),MUSTELIDAE,FISSIPEDIA
BPL,,Polar bear,Ursus maritimus,Polar bear,Ours blanc,Oso polar,دُبّ أبيض,北极熊,,64,Ursus maritimus,407002000101,Phipps 1774,URSIDAE,FISSIPEDIA
DUG,,Dugong,Dugong dugon,Dugong,Dugong,Dugon,دوكونك,儒艮,,64,Dugong dugon,414001000101,(Müller 1776),DUGONGIDAE,SIRENIA
WIM,,West Indian manatee,Trichechus manatus,West Indian manatee,Lamantin des Caraïbes,Vaca marina del Caribe,خروف البحر غرب هندي,美洲海牛,,64,Trichechus manatus,414002000301,Linnaeus 1758,TRICHECHIDAE,SIRENIA
SEW,,Amazonian manatee,Trichechus inunguis,Amazonian manatee,Lamantin de l'Amazone,Vaca marina del Amazonas,خروف البحر أَمَزُونِي,亚马逊海牛,,64,Trichechus inunguis,414002000302,(Natterer 1883),TRICHECHIDAE,SIRENIA
WAM,,West African manatee,Trichechus senegalensis,West African manatee,Lamantin d'Afrique,Vaca marina del Africa,خروف البحر غرب إفريقي,西非海牛,,64,Trichechus senegalensis,414002000303,Link 1795,TRICHECHIDAE,SIRENIA
WCA,,Whales nei,Cetacea,Whales nei,,,,,,64,Cetacea,4990XXXXXXXX036,,,MAMMALIA MISCELLANEA
MAM,,Aquatic mammals nei,Mammalia,Aquatic mammals nei,Mammifères aquatiques nca,Mamíferos acuáticos nep,,,,64,Mammalia,4990XXXXXXXX037,,,MAMMALIA MISCELLANEA
FOU,,,Rana fuscigula,,,,,,,71,Rana fuscigula,512001000101,Duméril & Bibron 1841,RANIDAE,ANURA
FOV,,,Rana vertebralis,,,,,,,71,Rana vertebralis,512001000102,Hewitt 1927,RANIDAE,ANURA
FOY,,,Rana blythii,,,,,,,71,Rana blythii,512001000103,Boulenger 1920,RANIDAE,ANURA
FRH,,Indian green frog,Rana hexadactyla,Indian green frog,,,,,,71,Rana hexadactyla,512001000104,Lesson 1834,RANIDAE,ANURA
FRM,,,Rana magna,,,,,,,71,Rana magna,512001000105,Stejneger 1909,RANIDAE,ANURA
FRK,,Crab-eating frog,Rana cancrivora,Crab-eating frog,,,,,,71,Rana cancrivora,512001000106,Gravenhorst 1829,RANIDAE,ANURA
FOP,,Indian skipper frog,Rana cyanophlyctis,Indian skipper frog,,,,,,71,Rana cyanophlyctis,512001000109,Schneider 1799,RANIDAE,ANURA
FOI,,Indian rice frog,Rana limnocharis,Indian rice frog,,,,,,71,Rana limnocharis,512001000110,Boie 1835,RANIDAE,ANURA
