code,uri,label,definition,name_en,name_fr,name_es,name_ar,name_cn,name_ru,isscaap_group_code,taxon_scientific_name,taxon_code,taxon_author,taxon_family,taxon_order
ABT,,,Amblyrhynchichthys truncatus,,,,,,,11,Amblyrhynchichthys truncatus,140002004601,(Bleeker 1851),CYPRINIDAE,CYPRINIFORMES
ANY,,,Anabarilius polylepis,,,,,,,11,Anabarilius polylepis,140002004701,(Regan 1904),CYPRINIDAE,CYPRINIFORMES
QNG,,Kanglang fish,Anabarilius grahami,Kanglang fish,,,,鱇浪白魚,,11,Anabarilius grahami,140002004702,(Regan 1908),CYPRINIDAE,CYPRINIFORMES
NMC,,Golden shiner,Notemigonus crysoleucas,Golden shiner,,,,,,11,Notemigonus crysoleucas,140002004901,(Mitchill 1814),CYPRINIDAE,CYPRINIFORMES
CTT,,Catla,Gibelion catla,Catla,,,,,Катля,11,Gibelion catla,140002005001,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
FCN,,Nilem carp,Osteochilus hasselti,Nilem carp,,,,,Остиохил Хассельта,11,Osteochilus hasselti,140002005101,(Valenciennes 1842),CYPRINIDAE,CYPRINIFORMES
OSE,,,Osteochilus melanopleurus,,,,,,,11,Osteochilus melanopleurus,140002005102,(Bleeker 1852),CYPRINIDAE,CYPRINIFORMES
OSS,,,Osteochilus spilurus,,,,,,,11,Osteochilus spilurus,140002005103,(Bleeker 1851),CYPRINIDAE,CYPRINIFORMES
PGC,,Splittail,Pogonichthys macrolepidotus,Splittail,,,,,,11,Pogonichthys macrolepidotus,140002005201,(Ayres 1854),CYPRINIDAE,CYPRINIFORMES
PRJ,,Isok barb,Probarbus jullieni,Isok barb,,,,,Карп Джульена (=пробарбус),11,Probarbus jullieni,140002005301,Sauvage 1880,CYPRINIDAE,CYPRINIFORMES
PTI,,Sacramento squawfish,Ptychocheilus grandis,Sacramento squawfish,,,,,,11,Ptychocheilus grandis,140002005501,(Ayres 1854),CYPRINIDAE,CYPRINIFORMES
RAD,,Slender rasbora,Rasbora daniconius,Slender rasbora,,,,,,11,Rasbora daniconius,140002005701,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
RSG,,,Rasbora elanga,,,,,,,11,Rasbora elanga,140002005702,Hamilton 1822,CYPRINIDAE,CYPRINIFORMES
RST,,Harlequin rasbora,Rasbora heteromorpha,Harlequin rasbora,,,,,,11,Rasbora heteromorpha,140002005703,Duncker 1904,CYPRINIDAE,CYPRINIFORMES
RSR,,Gangetic scissortail rasbora,Rasbora rasbora,Gangetic scissortail rasbora,,,,,,11,Rasbora rasbora,140002005705,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
RSZ,,Silver rasbora,Rasbora argyrotaenia,Silver rasbora,,,,,Расбора серебренная,11,Rasbora argyrotaenia,140002005706,(Bleeker 1850),CYPRINIDAE,CYPRINIFORMES
RSV,,Brilliant rasbora,Rasbora einthovenii,Brilliant rasbora,,,,,,11,Rasbora einthovenii,140002005707,(Bleeker 1851),CYPRINIDAE,CYPRINIFORMES
RWS,,Twospot rasbora,Rasbora elegans,Twospot rasbora,,,,,,11,Rasbora elegans,140002005708,Volz 1903,CYPRINIDAE,CYPRINIFORMES
RRZ,,,Rasbora tawarensis,,,,,,,11,Rasbora tawarensis,140002005709,Weber & de Beaufort 1916,CYPRINIDAE,CYPRINIFORMES
TYD,,,Thynnichthys sandkhol,,,,,,,11,Thynnichthys sandkhol,140002005801,(Sykes 1839),CYPRINIDAE,CYPRINIFORMES
TYT,,,Thynnichthys thynnoides,,,,,,,11,Thynnichthys thynnoides,140002005802,(Bleeker 1852),CYPRINIDAE,CYPRINIFORMES
TWY,,,Thynnichthys vaillanti,,,,,,,11,Thynnichthys vaillanti,140002005803,Weber & de Beaufort 1916,CYPRINIDAE,CYPRINIFORMES
TOB,,Thai mahseer,Tor tambroides,Thai mahseer,,,,似野结鱼,,11,Tor tambroides,140002005901,(Bleeker 1854),CYPRINIDAE,CYPRINIFORMES
PTP,,Putitor mahseer,Tor putitora,Putitor mahseer,,,,,,11,Tor putitora,140002005902,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
PTT,,Tor barb,Tor tor,Tor barb,Barbeau tor,Barbo tor,,结鱼,,11,Tor tor,140002005903,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
TOK,,,Tor khudree,,,,,,,11,Tor khudree,140002005905,(Sykes 1839),CYPRINIDAE,CYPRINIFORMES
TZD,,Semah mahseer,Tor douronensis,Semah mahseer,,,,大鳞结鱼,Махсир,11,Tor douronensis,140002005906,(Valenciennes 1842),CYPRINIDAE,CYPRINIFORMES
TZS,,,Tor soro,,,,,,,11,Tor soro,140002005907,(Valenciennes 1842),CYPRINIDAE,CYPRINIFORMES
QPC,,,Tor tambra,,,,,,,11,Tor tambra,140002005908,(Valenciennes 1842),CYPRINIDAE,CYPRINIFORMES
BRL,,,Barilius barila,,,,,,,11,Barilius barila,140002006301,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
BLA,,,Barilius barna,,,,,,,11,Barilius barna,140002006302,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
BLO,,Trout barb,Barilius bola,Trout barb,,,,,,11,Barilius bola,140002006303,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
BRH,,,Barilius shacra,,,,,,,11,Barilius shacra,140002006304,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
BRJ,,,Barilius tileo,,,,,,,11,Barilius tileo,140002006305,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
BRV,,,Barilius vagra,,,,,,,11,Barilius vagra,140002006306,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
BRR,,,Barilius bakeri,,,,,,,11,Barilius bakeri,140002006307,Day 1865,CYPRINIDAE,CYPRINIFORMES
BLD,,,Barilius bendelisis,,,,,,,11,Barilius bendelisis,140002006308,(Hamilton 1807),CYPRINIDAE,CYPRINIFORMES
BDA,,,Brachydanio acuticephala,,,,,,,11,Brachydanio acuticephala,140002006401,(Hora 1921),CYPRINIDAE,CYPRINIFORMES
NTA,,Emerald shiner,Notropis atherinoides,Emerald shiner,,,,,,11,Notropis atherinoides,140002006501,Rafinesque 1818,CYPRINIDAE,CYPRINIFORMES
NTB,,Red River shiner,Notropis bairdi,Red River shiner,,,,,,11,Notropis bairdi,140002006502,Hubbs & Ortenburger 1929,CYPRINIDAE,CYPRINIFORMES
NTP,,Bigeye shiner,Notropis boops,Bigeye shiner,,,,,,11,Notropis boops,140002006503,Gilbert 1884,CYPRINIDAE,CYPRINIFORMES
NTD,,Bigmouth shiner,Notropis dorsalis,Bigmouth shiner,,,,,,11,Notropis dorsalis,140002006504,(Agassiz 1854),CYPRINIDAE,CYPRINIFORMES
NTG,,Arkansas River shiner,Notropis girardi,Arkansas River shiner,,,,,,11,Notropis girardi,140002006505,Hubbs & Ortenburger 1929,CYPRINIDAE,CYPRINIFORMES
NTE,,Blackchin shiner,Notropis heterodon,Blackchin shiner,,,,,,11,Notropis heterodon,140002006506,(Cope 1865),CYPRINIDAE,CYPRINIFORMES
NTR,,Blacknose shiner,Notropis heterolepis,Blacknose shiner,,,,,,11,Notropis heterolepis,140002006507,Eigenmann & Eigenmann 1893,CYPRINIDAE,CYPRINIFORMES
NTU,,Spottail shiner,Notropis hudsonius,Spottail shiner,,,,,,11,Notropis hudsonius,140002006508,(Clinton 1824),CYPRINIDAE,CYPRINIFORMES
NTL,,Longnose shiner,Notropis longirostris,Longnose shiner,,,,,,11,Notropis longirostris,140002006509,(Hay 1881),CYPRINIDAE,CYPRINIFORMES
NTN,,Yellowfin shiner,Notropis lutipinnis,Yellowfin shiner,,,,,,11,Notropis lutipinnis,140002006510,(Jordan & Brayton 1878),CYPRINIDAE,CYPRINIFORMES
NTS,,Ozark minnow,Notropis nubilus,Ozark minnow,,,,,,11,Notropis nubilus,140002006511,(Forbes 1878),CYPRINIDAE,CYPRINIFORMES
NTQ,,Rosyface shiner,Notropis rubellus,Rosyface shiner,,,,,,11,Notropis rubellus,140002006512,(Agassiz 1850),CYPRINIDAE,CYPRINIFORMES
NTI,,Bedrock shiner,Notropis rupestris,Bedrock shiner,,,,,,11,Notropis rupestris,140002006513,Page 1987,CYPRINIDAE,CYPRINIFORMES
NRS,,Flagfin shiner,Notropis signipinnis,Flagfin shiner,,,,,,11,Notropis signipinnis,140002006514,Bailey & Suttkus 1952,CYPRINIDAE,CYPRINIFORMES
NRT,,Sand shiner,Notropis stramineus,Sand shiner,,,,,,11,Notropis stramineus,140002006515,(Cope 1865),CYPRINIDAE,CYPRINIFORMES
NRX,,Weed shiner,Notropis texanus,Weed shiner,,,,,,11,Notropis texanus,140002006516,(Girard 1856),CYPRINIDAE,CYPRINIFORMES
NRV,,Mimic shiner,Notropis volucellus,Mimic shiner,,,,,,11,Notropis volucellus,140002006517,(Cope 1865),CYPRINIDAE,CYPRINIFORMES
HME,,Barbel steed,Hemibarbus labeo,Barbel steed,,,,唇(鱼骨),,11,Hemibarbus labeo,140002006601,(Pallas 1776),CYPRINIDAE,CYPRINIFORMES
UMM,,Spotted steed,Hemibarbus maculatus,Spotted steed,,,,花(鱼骨),,11,Hemibarbus maculatus,140002006602,Bleeker 1871,CYPRINIDAE,CYPRINIFORMES
ROG,,Vatani rohtee,Rohtee ogilbii,Vatani rohtee,,,,,,11,Rohtee ogilbii,140002006701,Sykes 1839,CYPRINIDAE,CYPRINIFORMES
ABC,,,Amblypharyngodon microlepis,,,,,,,11,Amblypharyngodon microlepis,140002006801,(Bleeker 1853),CYPRINIDAE,CYPRINIFORMES
ABO,,Mola carplet,Amblypharyngodon mola,Mola carplet,,,,磨齿钝齿鱼,,11,Amblypharyngodon mola,140002006802,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
ABL,,Attentive carplet,Amblypharyngodon melettinus,Attentive carplet,,,,,,11,Amblypharyngodon melettinus,140002006803,(Valenciennes 1844),CYPRINIDAE,CYPRINIFORMES
ENA,,Silver cyprinid,Rastrineobola argentea,Silver cyprinid,,,,,,11,Rastrineobola argentea,140002007001,(Pellegrin 1904),CYPRINIDAE,CYPRINIFORMES
AHS,,,Acanthobrama lissneri,,,,,,,11,Acanthobrama lissneri,140002007201,Tortonese 1952,CYPRINIDAE,CYPRINIFORMES
AHT,,Kinneret bleak,Acanthobrama terraesanctae,Kinneret bleak,,,,,,11,Acanthobrama terraesanctae,140002007202,Steinitz 1952,CYPRINIDAE,CYPRINIFORMES
PMP,,Fathead minnow,Pimephales promelas,Fathead minnow,Tête de boule,,,,,11,Pimephales promelas,140002007301,Rafinesque 1820,CYPRINIDAE,CYPRINIFORMES
HSY,,California roach,Hesperoleucus symmetricus,California roach,,,,,,11,Hesperoleucus symmetricus,140002007501,(Baird & Girard 1854),CYPRINIDAE,CYPRINIFORMES
WAB,,White amur bream,Parabramis pekinensis,White amur bream,Brème de Pékin,Brema de Pekín,أبراميس بِّكين,长春鳊,,11,Parabramis pekinensis,140002007601,(Basilewsky 1855),CYPRINIDAE,CYPRINIFORMES
SQK,,Barbel chub,Squaliobarbus curriculus,Barbel chub,,,,赤眼鳟,,11,Squaliobarbus curriculus,140002007701,(Richardson 1846),CYPRINIDAE,CYPRINIFORMES
LTL,,,Culter alburnus,,,,,翘嘴红鲌,,11,Culter alburnus,140002007801,Basilewsky 1855,CYPRINIDAE,CYPRINIFORMES
ZAP,,Freshwater minnow,Zacco platypus,Freshwater minnow,,,,,,11,Zacco platypus,140002007901,(Temminck & Schlegel 1846),CYPRINIDAE,CYPRINIFORMES
ZAQ,,,Zacco taliensis,,,,,大理裂腹鱼,,11,Zacco taliensis,140002007902,(Regan 1907),CYPRINIDAE,CYPRINIFORMES
AZH,,,Anaecypris hispanica,,,Jarabugo,,,,11,Anaecypris hispanica,140002008001,(Steindachner 1866),CYPRINIDAE,CYPRINIFORMES
GRD,,,Garra dembeensis,,,,,,,11,Garra dembeensis,140002008101,(Rüppell 1836),CYPRINIDAE,CYPRINIFORMES
GRG,,,Garra ghorensis,,,,,,,11,Garra ghorensis,140002008102,Krupp 1982,CYPRINIDAE,CYPRINIFORMES
GRT,,,Garra gotyla,,,,,,,11,Garra gotyla,140002008103,(Gray 1830),CYPRINIDAE,CYPRINIFORMES
GRK,,,Garra lamta,,,,,,,11,Garra lamta,140002008104,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
GRU,,,Garra mullya,,,,,,,11,Garra mullya,140002008105,(Sykes 1839),CYPRINIDAE,CYPRINIFORMES
GRR,,,Garra rufa,,,,,,,11,Garra rufa,140002008106,(Heckel 1843),CYPRINIDAE,CYPRINIFORMES
GRI,,,Garra tibanica,,,,,,,11,Garra tibanica,140002008107,Trewavas 1941,CYPRINIDAE,CYPRINIFORMES
OPD,,,Opsariichthys bidens,,,,,马口鱼,,11,Opsariichthys bidens,140002008201,Günther 1873,CYPRINIDAE,CYPRINIFORMES
PDE,,,Pseudogobio esocinus,,,,,,,11,Pseudogobio esocinus,140002008301,(Temminck & Schlegel 1846),CYPRINIDAE,CYPRINIFORMES
RHQ,,Blacknose dace,Rhinichthys atratulus,Blacknose dace,,,,,,11,Rhinichthys atratulus,140002008401,(Hermann 1804),CYPRINIDAE,CYPRINIFORMES
RHW,,Longnose dace,Rhinichthys cataractae,Longnose dace,,,,,,11,Rhinichthys cataractae,140002008402,(Valenciennes 1842),CYPRINIDAE,CYPRINIFORMES
RHV,,Speckled dace,Rhinichthys osculus,Speckled dace,,,,,,11,Rhinichthys osculus,140002008403,(Girard 1856),CYPRINIDAE,CYPRINIFORMES
NOB,,Hornyhead chub,Nocomis biguttatus,Hornyhead chub,,,,,,11,Nocomis biguttatus,140002008501,(Kirtland 1840),CYPRINIDAE,CYPRINIFORMES
NOH,,Bluehead chub,Nocomis leptocephalus,Bluehead chub,,,,,,11,Nocomis leptocephalus,140002008502,(Girard 1856),CYPRINIDAE,CYPRINIFORMES
NOI,,River chub,Nocomis micropogon,River chub,,,,,,11,Nocomis micropogon,140002008503,(Cope 1865),CYPRINIDAE,CYPRINIFORMES
YPA,,,Cyprinella alvarezdelvillari,,,,,,,11,Cyprinella alvarezdelvillari,140002008701,Contreras-Balderas & Lourdes Lozano 1994,CYPRINIDAE,CYPRINIFORMES
YPN,,Satinfin shiner,Cyprinella analostana,Satinfin shiner,,,,,,11,Cyprinella analostana,140002008702,Girard 1859,CYPRINIDAE,CYPRINIFORMES
YPC,,Alabama shiner,Cyprinella callistia,Alabama shiner,,,,,,11,Cyprinella callistia,140002008703,(Jordan 1877),CYPRINIDAE,CYPRINIFORMES
YPM,,Bluntface shiner,Cyprinella camura,Bluntface shiner,,,,,,11,Cyprinella camura,140002008704,(Jordan & Meek 1884),CYPRINIDAE,CYPRINIFORMES
YPL,,Red shiner,Cyprinella lutrensis,Red shiner,,,,,,11,Cyprinella lutrensis,140002008705,(Baird & Girard 1853),CYPRINIDAE,CYPRINIFORMES
YPP,,Proserpine shiner,Cyprinella proserpina,Proserpine shiner,,,,,,11,Cyprinella proserpina,140002008706,(Girard 1856),CYPRINIDAE,CYPRINIFORMES
YPI,,Spotfin shiner,Cyprinella spiloptera,Spotfin shiner,,,,,,11,Cyprinella spiloptera,140002008707,(Cope 1867),CYPRINIDAE,CYPRINIFORMES
YPV,,Blacktail shiner,Cyprinella venusta,Blacktail shiner,,,,,,11,Cyprinella venusta,140002008708,Girard 1856,CYPRINIDAE,CYPRINIFORMES
ATL,,Oily bitterling,Acheilognathus limbatus,Oily bitterling,,,,,,11,Acheilognathus limbatus,140002008801,(Temminck & Schlegel 1846),CYPRINIDAE,CYPRINIFORMES
ATN,,,Acheilognathus melanogaster,,,,,,,11,Acheilognathus melanogaster,140002008802,Bleeker 1860,CYPRINIDAE,CYPRINIFORMES
ATR,,,Acheilognathus rhombeus,,,,,,,11,Acheilognathus rhombeus,140002008803,(Temminck & Schlegel 1846),CYPRINIDAE,CYPRINIFORMES
ATT,,,Acheilognathus tabira,,,,,,,11,Acheilognathus tabira,140002008804,Jordan & Thompson 1914,CYPRINIDAE,CYPRINIFORMES
AYH,,Chinese bleak,Aphyocypris chinensis,Chinese bleak,,,,,,11,Aphyocypris chinensis,140002009001,Günther 1868,CYPRINIDAE,CYPRINIFORMES
HBP,,Plains minnow,Hybognathus placitus,Plains minnow,,,,,,11,Hybognathus placitus,140002009101,Girard 1856,CYPRINIDAE,CYPRINIFORMES
HEY,,,Chelaethiops bibie,,,,,,,11,Chelaethiops bibie,140002009401,(Joannis 1835),CYPRINIDAE,CYPRINIFORMES
DID,,Devils River minnow,Dionda diaboli,Devils River minnow,,,,,,11,Dionda diaboli,140002009501,Hubbs & Brown 1957,CYPRINIDAE,CYPRINIFORMES
DIE,,Roundnose minnow,Dionda episcopa,Roundnose minnow,,,,,,11,Dionda episcopa,140002009502,Girard 1856,CYPRINIDAE,CYPRINIFORMES
AUE,,Pike asp,Aspiolucius esocinus,Pike asp,,,,,,11,Aspiolucius esocinus,140002009601,(Kessler 1874),CYPRINIDAE,CYPRINIFORMES
VIV,,Vimba bream,Vimba vimba,Vimba bream,,,,,Рыбец(=сырть),11,Vimba vimba,140002009701,(Linnaeus 1758),CYPRINIDAE,CYPRINIFORMES
VIM,,Macedonian vimba,Vimba melanops,Macedonian vimba,,,,,,11,Vimba melanops,140002009702,(Heckel 1837),CYPRINIDAE,CYPRINIFORMES
UEP,,Lake chub,Couesius plumbeus,Lake chub,,,,,,11,Couesius plumbeus,140002009801,(Agassiz 1850),CYPRINIDAE,CYPRINIFORMES
SMU,,Creek chub,Semotilus atromaculatus,Creek chub,,,,,,11,Semotilus atromaculatus,140002009901,(Mitchill 1818),CYPRINIDAE,CYPRINIFORMES
FSC,,Sichel,Pelecus cultratus,Sichel,,Peleco,,,Чехонь,11,Pelecus cultratus,140002010001,(Linnaeus 1758),CYPRINIDAE,CYPRINIFORMES
SHP,,Rainbow gudgeon,Sarcocheilichthys nigripinnis,Rainbow gudgeon,,,,,,11,Sarcocheilichthys nigripinnis,140002010101,(Günther 1873),CYPRINIDAE,CYPRINIFORMES
TPW,,Iraq blind barb,Typhlogarra widdowsoni,Iraq blind barb,,,,,,11,Typhlogarra widdowsoni,140002010201,Trewavas 1955,CYPRINIDAE,CYPRINIFORMES
TYA,,White cloud mountain minnow,Tanichthys albonubes,White cloud mountain minnow,,,,,,11,Tanichthys albonubes,140002010301,Lin 1932,CYPRINIDAE,CYPRINIFORMES
MPL,,Central stoneroller,Campostoma anomalum,Central stoneroller,,,,,,11,Campostoma anomalum,140002010401,(Rafinesque 1820),CYPRINIDAE,CYPRINIFORMES
MPG,,Largescale stoneroller,Campostoma oligolepis,Largescale stoneroller,,,,,,11,Campostoma oligolepis,140002010402,Hubbs & Greene 1935,CYPRINIDAE,CYPRINIFORMES
AUH,,Dalmatian barbelgudgeon,Aulopyge huegelii,Dalmatian barbelgudgeon,,,,,,11,Aulopyge huegelii,140002010601,Heckel 1843,CYPRINIDAE,CYPRINIFORMES
OHM,,Sacramento blackfish,Orthodon microlepidotus,Sacramento blackfish,,,,,,11,Orthodon microlepidotus,140002010701,(Ayres 1854),CYPRINIDAE,CYPRINIFORMES
LVE,,Hitch,Lavinia exilicauda,Hitch,,,,,,11,Lavinia exilicauda,140002010801,Baird & Girard 1854,CYPRINIDAE,CYPRINIFORMES
PLT,,Woundfin,Plagopterus argentissimus,Woundfin,,,,,,11,Plagopterus argentissimus,140002010901,Cope 1874,CYPRINIDAE,CYPRINIFORMES
IOP,,Least chub,Iotichthys phlegethontis,Least chub,,,,,,11,Iotichthys phlegethontis,140002011001,(Cope 1874),CYPRINIDAE,CYPRINIFORMES
PHK,,Riffle minnow,Phenacobius catostomus,Riffle minnow,,,,,,11,Phenacobius catostomus,140002011201,Jordan 1877,CYPRINIDAE,CYPRINIFORMES
EVU,,,Evarra bustamantei,,,,,,,11,Evarra bustamantei,140002011401,Navarro 1955,CYPRINIDAE,CYPRINIFORMES
ASU,,Asp,Aspius aspius,Asp,Aspe,Aspio,,,Жерех обыкновенный,11,Aspius aspius,140002011501,(Linnaeus 1758),CYPRINIDAE,CYPRINIFORMES
NOU,,Redside dace,Clinostomus elongatus,Redside dace,,,,,,11,Clinostomus elongatus,140002011801,(Kirtland 1840),CYPRINIDAE,CYPRINIFORMES
BNB,,Tricolor sharkminnow,Balantiocheilos melanopterus,Tricolor sharkminnow,,,,,,11,Balantiocheilos melanopterus,140002012001,(Bleeker 1851),CYPRINIDAE,CYPRINIFORMES
MOI,,,Moroco steindachneri,,,,,,,11,Moroco steindachneri,140002012101,(Sauvage 1883),CYPRINIDAE,CYPRINIFORMES
MDE,,,Mandibularca resinus,,,,,,,11,Mandibularca resinus,140002012201,Herre 1924,CYPRINIDAE,CYPRINIFORMES
NUC,,Danube bleak,Chalcalburnus chalcoides,Danube bleak,,,,,,11,Chalcalburnus chalcoides,140002012401,(Güldenstädt 1772),CYPRINIDAE,CYPRINIFORMES
AWT,,Tarek,Chalcalburnus tarichi,Tarek,,,,,Тарех,11,Chalcalburnus tarichi,140002012402,(Güldenstädt 1814),CYPRINIDAE,CYPRINIFORMES
AHA,,Russian bitterling,Acanthorhodeus asmussii,Russian bitterling,,,,,,11,Acanthorhodeus asmussii,140002012501,(Dybowski 1872),CYPRINIDAE,CYPRINIFORMES
PDP,,Stone moroko,Pseudorasbora parva,Stone moroko,,,,麦穗鱼,,11,Pseudorasbora parva,140002012601,(Temminck & Schlegel 1846),CYPRINIDAE,CYPRINIFORMES
BNE,,,Bangana behri,,,,,贝尔氏野鲮,,11,Bangana behri,140002012701,(Fowler 1937),CYPRINIDAE,CYPRINIFORMES
DDT,,,Bangana yunnanensis,,,,,云南华鲮,,11,Bangana yunnanensis,140002012702,"(Wu, Lin, Chen, Chen & He 1977)",CYPRINIDAE,CYPRINIFORMES
DDV,,Kalabans,Bangana dero,Kalabans,,,,墨脱华鲮,,11,Bangana dero,140002012703,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
BRN,,,Barbichthys nitidus,,,,,,,11,Barbichthys nitidus,140002012801,Sauvage 1878,CYPRINIDAE,CYPRINIFORMES
BBR,,,Barbodes balleroides,,,,,,,11,Barbodes balleroides,140002012902,(Valenciennes 1842),CYPRINIDAE,CYPRINIFORMES
BBT,,,Barbodes platysoma,,,,,,,11,Barbodes platysoma,140002012903,(Bleeker 1855),CYPRINIDAE,CYPRINIFORMES
FCH,,Hoven's carp,Leptobarbus hoeveni,Hoven's carp,Barbus d'Hoven,Barbo de Hoven,بنّيّ هوفن - بربيس هُوفن,细鲃,Лептобарбус Хэвена,11,Leptobarbus hoeveni,140002013201,(Bleeker 1851),CYPRINIDAE,CYPRINIFORMES
ARC,,Chiselmouth,Acrocheilus alutaceus,Chiselmouth,,,,,,11,Acrocheilus alutaceus,140002013301,Agassiz & Pickering 1855,CYPRINIDAE,CYPRINIFORMES
HMU,,Sharpbelly,Hemiculter leucisculus,Sharpbelly,,,,,,11,Hemiculter leucisculus,140002013401,(Basilewsky 1855),CYPRINIDAE,CYPRINIFORMES
BBC,,,Barboides gracilis,,,,,,,11,Barboides gracilis,140002013501,Brüning 1929,CYPRINIDAE,CYPRINIFORMES
BBV,,Somalian blind barb,Barbopsis devecchii,Somalian blind barb,,,,,,11,Barbopsis devecchii,140002013601,di Caporiacco 1926,CYPRINIDAE,CYPRINIFORMES
TKT,,Tokyo bitterling,Tanakia tanago,Tokyo bitterling,,,,,,11,Tanakia tanago,140002013801,(Tanaka 1909),CYPRINIDAE,CYPRINIFORMES
BWZ,,,Biwia zezera,,,,,,,11,Biwia zezera,140002013901,(Ishikawa 1895),CYPRINIDAE,CYPRINIFORMES
PDL,,Redfin,Pseudaspius leptocephalus,Redfin,,,,拟赤梢鱼,,11,Pseudaspius leptocephalus,140002014001,(Pallas 1776),CYPRINIDAE,CYPRINIFORMES
BOI,,,Boraras brigittae,,,,,,,11,Boraras brigittae,140002014101,(Vogt 1978),CYPRINIDAE,CYPRINIFORMES
CUG,,Congo blind barb,Caecobarbus geertsii,Congo blind barb,,,,,,11,Caecobarbus geertsii,140002014201,Boulenger 1921,CYPRINIDAE,CYPRINIFORMES
YCB,,,Caecocypris basimi,,,,,,,11,Caecocypris basimi,140002014301,Banister & Bunni 1980,CYPRINIDAE,CYPRINIFORMES
BKC,,Black carp,Mylopharyngodon piceus,Black carp,Carpe noire,Carpa negra,شبّوط أسود,青鱼,Амур черный,11,Mylopharyngodon piceus,140002014401,(Richardson 1846),CYPRINIDAE,CYPRINIFORMES
OEC,,Seven khramulya,Capoeta capoeta,Seven khramulya,,,,,,11,Capoeta capoeta,140002014501,(Güldenstädt 1773),CYPRINIDAE,CYPRINIFORMES
OED,,,Capoeta damascina,,,,,,,11,Capoeta damascina,140002014502,(Valenciennes 1842),CYPRINIDAE,CYPRINIFORMES
LXC,,Striped shiner,Luxilus chrysocephalus,Striped shiner,,,,,,11,Luxilus chrysocephalus,140002014601,(Rafinesque 1820),CYPRINIDAE,CYPRINIFORMES
LXO,,Common shiner,Luxilus cornutus,Common shiner,,,,,,11,Luxilus cornutus,140002014602,(Mitchill 1817),CYPRINIDAE,CYPRINIFORMES
OGC,,Oregon chub,Oregonichthys crameri,Oregon chub,,,,,,11,Oregonichthys crameri,140002014701,(Snyder 1908),CYPRINIDAE,CYPRINIFORMES
GNA,,,Gnathopogon caerulescens,,,,,,,11,Gnathopogon caerulescens,140002015001,(Sauvage 1883),CYPRINIDAE,CYPRINIFORMES
GNE,,,Gnathopogon elongatus,,,,,,,11,Gnathopogon elongatus,140002015002,(Temminck & Schlegel 1846),CYPRINIDAE,CYPRINIFORMES
WUB,,Wuchang bream,Megalobrama amblycephala,Wuchang bream,Carpe de Wuchang,Carpa de Wuchang,شبّوط يوشانغ,团头鲂,Лещ учанский,11,Megalobrama amblycephala,140002015101,Yih 1955,CYPRINIDAE,CYPRINIFORMES
WUT,,Black Amur bream,Megalobrama terminalis,Black Amur bream,,,,三角鲂,,11,Megalobrama terminalis,140002015102,(Richardson 1846),CYPRINIDAE,CYPRINIFORMES
MHC,,Peamouth,Mylocheilus caurinus,Peamouth,,,,,,11,Mylocheilus caurinus,140002015301,(Richardson 1836),CYPRINIDAE,CYPRINIFORMES
LPV,,Little Colorado spinedace,Lepidomeda vittata,Little Colorado spinedace,,,,,,11,Lepidomeda vittata,140002015501,Cope 1874,CYPRINIDAE,CYPRINIFORMES
DIL,,Scaly osman,Diptychus maculatus,Scaly osman,,,,,Осман чешуйчатый,11,Diptychus maculatus,140002015701,Steindachner 1866,CYPRINIDAE,CYPRINIFORMES
PTO,,,Ptychobarbus conirostris,,,,,,,11,Ptychobarbus conirostris,140002015802,Steindachner 1866,CYPRINIDAE,CYPRINIFORMES
SZP,,,Schizopygopsis pylzovi,,,,,,,11,Schizopygopsis pylzovi,140002015901,Kessler 1876,CYPRINIDAE,CYPRINIFORMES
TGC,,Loach minnow,Tiaroga cobitis,Loach minnow,,,,,,11,Tiaroga cobitis,140002016001,Girard 1856,CYPRINIDAE,CYPRINIFORMES
PUI,,Spotted barb,Puntius binotatus,Spotted barb,,,,,,11,Puntius binotatus,140002016103,(Valenciennes 1842),CYPRINIDAE,CYPRINIFORMES
PUH,,,Puntius amphibius,,,,,,,11,Puntius amphibius,140002016104,(Valenciennes 1842),CYPRINIDAE,CYPRINIFORMES
PUU,,Arulius barb,Puntius arulius,Arulius barb,,,,,,11,Puntius arulius,140002016105,(Jerdon 1849),CYPRINIDAE,CYPRINIFORMES
PUO,,Rosy barb,Puntius conchonius,Rosy barb,,,,,,11,Puntius conchonius,140002016106,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
